in.county	lt_05	05_to_10	10_to_15	15_to_20	20_to_25	25_to_30	30_to_35	35_to_40	gt_40
G2201050	0	0	0	0	0	43.1875	83.945	269.9625	1112.3625
G2201070	0	0	0	0	60.0125	161.405	225.455	370.2025	1315.3375
G2201090	0	0	0	7.8025	59.4625	106.7025	246.7975	277.55	1111.37
G2201110	0	0	0	3.755	124.0425	228.055	256.02	418.66	1511.9875
G2201130	0	0	0	0	0	38.56	140.1275	313.26	1306.8975
G2201150	0	0	4.2125	55.18	86.4575	228.2475	339.1975	579.4425	1105.835
G2201170	0	0	0	0	0	0	36.94	176.865	1129.3975
G2201190	0	2.2975	21.49	138.44	249.945	280.1375	393.235	387.905	1300.9875
G2201210	0	0	0	0	29.1125	66.2575	278.465	362.2975	1265.225
G2201230	0	0	0	3.755	124.0425	228.055	256.02	418.66	1511.9875
G2201250	0	0	0	0	29.1125	66.2575	278.465	362.2975	1265.225
G2201270	0	0	0	3.755	124.0425	228.055	256.02	418.66	1511.9875
G2300010	477.915	350.705	456.425	593.5925	712.2	838.665	1316.28	1006.465	2071.2575
G2300030	1654.3425	542.4025	626.71	662.8625	688.05	896.79	1219.885	1082.6775	1862.87
G2300050	300.135	327.61	466.6175	846.965	898.585	858.0875	1134.9225	984.475	1848.3075
G2300070	519.86	499.525	394.8475	677.23	988.4425	1078.2125	1159.8375	1004.8075	1724.7725
G2300090	428.6825	402.6225	343.585	372.41	760.6325	972.94	1270.7925	1273.915	2160.2325
G2300110	984.4875	694.06	671.6225	678.0425	548.72	438.565	803.4925	795.16	2029.245
G2300130	264.5775	294.3525	311.6625	421.2425	681.5275	787.2	1335.09	1278.2175	2027.9275
G2300150	246.3875	207.69	247.715	411.3975	585.8125	772.3925	1208.935	1103.065	2127.7125
G2300170	477.915	350.705	456.425	593.5925	712.2	838.665	1316.28	1006.465	2071.2575
G2300190	593.45	394.1	494.235	850.2875	776.52	663.1125	1019.9625	1087.39	1847.1025
G2300210	593.45	394.1	494.235	850.2875	776.52	663.1125	1019.9625	1087.39	1847.1025
G2300230	304.6825	276.5125	463.98	807.275	801.04	767.985	1089.9525	1064.3825	1838.8925
G2300250	519.86	499.525	394.8475	677.23	988.4425	1078.2125	1159.8375	1004.8075	1724.7725
G2300270	593.45	394.1	494.235	850.2875	776.52	663.1125	1019.9625	1087.39	1847.1025
G2300290	428.6825	402.6225	343.585	372.41	760.6325	972.94	1270.7925	1273.915	2160.2325
G2300310	398.905	343.245	277.745	591.2	773.6325	981.14	1315.5325	1067.3025	2046.1225
G2400010	21.6125	73.9075	230.6	411.2775	510.77	513.6275	851.7425	748.7875	1931.6875
G2400030	0	45.265	148.97	266.5675	372.595	523.44	740.13	867.7725	1770.4375
G2400050	0	45.265	148.97	266.5675	372.595	523.44	740.13	867.7725	1770.4375
G2400090	0	0	8.5	54.5725	57.0075	140.8825	551.5925	842.9625	1940.905
G2400110	7.725	66.97	245.57	394.1925	531.7025	453.74	738.9775	810.945	1854.875
G2400130	0	45.265	148.97	266.5675	372.595	523.44	740.13	867.7725	1770.4375
G2400150	66.6725	100.6275	147.3475	303.425	474.4675	519.645	888.52	862.6725	1844.58
G2400170	13.2725	21.5025	153.725	348.175	485.8225	439.18	651.605	744.5925	1943.3725
G2400190	0	0	8.5	54.5725	57.0075	140.8825	551.5925	842.9625	1940.905
G2400210	20.5325	54.4925	240.6075	533.0125	503.0975	555.88	737.4775	829.1075	1889.5575
G2400230	285.345	105.4175	186.4175	280.9425	429.4475	492.9125	845.0025	823.8475	1758.0925
G2400250	0	45.265	148.97	266.5675	372.595	523.44	740.13	867.7725	1770.4375
G2400270	0	45.265	148.97	266.5675	372.595	523.44	740.13	867.7725	1770.4375
G2400290	7.725	66.97	245.57	394.1925	531.7025	453.74	738.9775	810.945	1854.875
G2400310	0	16.75	58.7775	216.4275	289.4075	293.5425	628.07	897.09	1969.625
G2400330	13.2725	21.5025	153.725	348.175	485.8225	439.18	651.605	744.5925	1943.3725
G2400350	0	45.265	148.97	266.5675	372.595	523.44	740.13	867.7725	1770.4375
G2400370	0	0	8.5	54.5725	57.0075	140.8825	551.5925	842.9625	1940.905
G2400390	0	0	27.925	103.3625	270.8175	435.9025	650.71	645.4325	1905.1075
G2400410	0	0	8.5	54.5725	57.0075	140.8825	551.5925	842.9625	1940.905
G2400430	0	45.04	187.3525	397.9975	425.715	507.575	867.8675	861.9225	1718.5475
G2400450	0	0	27.925	103.3625	270.8175	435.9025	650.71	645.4325	1905.1075
G2400470	0	0	27.925	103.3625	270.8175	435.9025	650.71	645.4325	1905.1075
G2405100	0	45.265	148.97	266.5675	372.595	523.44	740.13	867.7725	1770.4375
G2500010	10.75	30.8875	105.975	295.8925	360.585	529.1525	904.0025	1297.6025	2154.5575
G2500030	91.0325	201.75	439.225	596.46	700.52	757.12	1198.2725	950.5775	1858.15
G2500050	109.05	218.5	270.8	383.9625	361.115	522.88	794.5625	1025.93	2053.275
G2500070	0	73.99	165.25	206.94	383.4	465.3275	714.9775	1062.6475	2467.6625
G2500090	501.9175	235.25	361.85	568.965	656.2275	534.43	789.5525	1008.495	2074.965
G2500110	57.195	97.6475	255.355	480.17	656.49	748.99	1278.725	1111.2825	1738.185
G2500130	57.195	97.6475	255.355	480.17	656.49	748.99	1278.725	1111.2825	1738.185
G2500150	57.195	97.6475	255.355	480.17	656.49	748.99	1278.725	1111.2825	1738.185
G2500170	33.36	82.345	169.715	519.5725	495.665	496.88	968.345	1219.5475	1899.945
G2500190	0	61.85	176.3	238.645	188.5425	263.255	542.4925	1053.2575	2805.2975
G2500210	250.2325	242.03	421.8525	578.42	526.0525	587.5125	707.775	899.675	2045.3625
G2500230	197.295	219.5975	256.09	349.8575	455.325	539.21	795.86	834.73	2252.895
G2500250	33.36	82.345	169.715	519.5725	495.665	496.88	968.345	1219.5475	1899.945
G2500270	223.595	302.2725	577.8125	653.5875	921.665	881.73	1078	986.465	1649.78
G2600010	277.705	122.4825	362.085	735.87	855.8575	945.585	1039.245	1088.19	1842.3775
G2600030	740.4725	319.0375	624.86	813.8975	757.7375	866.1	1601.6625	1346.84	1652.745
G2600050	289.7175	346.23	485.9975	785.255	832.1825	795.8725	853.2425	1067.1375	1565.2075
G2600070	404.92	546.885	684.7575	949.6875	967.065	995.5325	1350.6875	944.1925	1466.67
G2600090	213.815	415.715	636.5875	1012.235	1055.8275	737.4925	1067.0575	1020.885	1604.895
G2600110	509.245	452.4825	610.775	741.475	773.445	545.96	953.215	686.3025	1912.5
G2600130	581.835	950.77	876.77	1219.72	958.095	719.3625	1384.6325	888.0775	1503.18
G2600150	289.7175	346.23	485.9975	785.255	832.1825	795.8725	853.2425	1067.1375	1565.2075
G2600170	509.245	452.4825	610.775	741.475	773.445	545.96	953.215	686.3025	1912.5
G2600190	213.815	415.715	636.5875	1012.235	1055.8275	737.4925	1067.0575	1020.885	1604.895
G2600210	112.585	134.105	322.8525	561.2425	855.395	800.46	1078.4825	977.85	1680.94
G2600230	28.3775	175.8725	358.0925	634.855	793.51	970.9825	812.1825	808.3875	1783.025
G2600250	28.3775	175.8725	358.0925	634.855	793.51	970.9825	812.1825	808.3875	1783.025
G2600270	151.6575	170.24	274.325	523.0125	620.72	743.4475	1154.045	877.87	1572.325
G2600290	222.535	193.6425	375.4675	803.1525	995.13	1053.63	1242.7425	1078.04	1571.36
G2600310	222.535	193.6425	375.4675	803.1525	995.13	1053.63	1242.7425	1078.04	1571.36
G2600330	1158.165	823.24	856.425	1110.745	770.2425	771.3	1125.5525	918.53	1766.78
G2600350	584.0525	437.335	499.7325	955.94	1028.4875	1007.055	1182.775	856.7175	1585.285
G2600370	496.9025	274.7775	405.74	727.675	753.38	746.7575	1147.0525	993.175	1573.61
G2600390	584.0525	437.335	499.7325	955.94	1028.4875	1007.055	1182.775	856.7175	1585.285
G2600410	740.4725	319.0375	624.86	813.8975	757.7375	866.1	1601.6625	1346.84	1652.745
G2600430	1166.7875	716.17	824.095	813.2625	669.2	785.895	1136.1925	842.8875	1424.1375
G2600450	496.9025	274.7775	405.74	727.675	753.38	746.7575	1147.0525	993.175	1573.61
G2600470	222.535	193.6425	375.4675	803.1525	995.13	1053.63	1242.7425	1078.04	1571.36
G2600490	330.7375	232.795	377.9425	706.51	967.7225	843.9675	1239.1975	832.37	1536.3525
G2600510	509.245	452.4825	610.775	741.475	773.445	545.96	953.215	686.3025	1912.5
G2600530	1199.555	794.6	904.435	856.0825	827.8425	815.7775	1063.7675	993.665	1522.4275
G2600550	213.815	415.715	636.5875	1012.235	1055.8275	737.4925	1067.0575	1020.885	1604.895
G2600570	496.9025	274.7775	405.74	727.675	753.38	746.7575	1147.0525	993.175	1573.61
G2600590	154.2875	304.8325	470.0325	753.8375	874.455	818.955	767.1125	700.035	1649.8775
G2600610	581.835	950.77	876.77	1219.72	958.095	719.3625	1384.6325	888.0775	1503.18
G2600630	277.705	122.4825	362.085	735.87	855.8575	945.585	1039.245	1088.19	1842.3775
G2600650	496.9025	274.7775	405.74	727.675	753.38	746.7575	1147.0525	993.175	1573.61
G2600670	289.7175	346.23	485.9975	785.255	832.1825	795.8725	853.2425	1067.1375	1565.2075
G2600690	277.705	122.4825	362.085	735.87	855.8575	945.585	1039.245	1088.19	1842.3775
G2600710	1166.7875	716.17	824.095	813.2625	669.2	785.895	1136.1925	842.8875	1424.1375
G2600730	584.0525	437.335	499.7325	955.94	1028.4875	1007.055	1182.775	856.7175	1585.285
G2600750	154.2875	304.8325	470.0325	753.8375	874.455	818.955	767.1125	700.035	1649.8775
G2600770	162.7675	350.1725	437.5925	617.43	850.9425	547.2325	602.7275	967.32	1792.3375
G2600790	213.815	415.715	636.5875	1012.235	1055.8275	737.4925	1067.0575	1020.885	1604.895
G2600810	289.7175	346.23	485.9975	785.255	832.1825	795.8725	853.2425	1067.1375	1565.2075
G2600830	581.835	950.77	876.77	1219.72	958.095	719.3625	1384.6325	888.0775	1503.18
G2600850	355.2725	263.7125	585.66	920.8575	947.7075	863.25	1155.2525	1136.4075	1672.5725
G2600870	128.5375	207.2675	322.7025	579.3825	568.3325	800.915	1219.3075	753.24	1673.1025
G2600890	213.815	415.715	636.5875	1012.235	1055.8275	737.4925	1067.0575	1020.885	1604.895
G2600910	114.565	272.4825	409.475	556.02	650.855	719.5025	865.0975	830.615	2058.5125
G2600930	159.9075	253.375	425.0125	636.6025	703.265	631.575	836.14	921.4425	1836.66
G2600950	887.17	585.3075	703.6025	1172.5325	1023.21	999.655	1115.995	1002.97	1744.9275
G2600970	887.17	585.3075	703.6025	1172.5325	1023.21	999.655	1115.995	1002.97	1744.9275
G2600990	0	0	45.2325	247.005	617.98	762.8725	1163.295	1234.6325	2093.195
G2601010	141.6825	445.345	425.3075	746.8875	844.84	1065.765	1000.485	981.015	1657.3775
G2601030	740.4725	319.0375	624.86	813.8975	757.7375	866.1	1601.6625	1346.84	1652.745
G2601050	141.6825	445.345	425.3075	746.8875	844.84	1065.765	1000.485	981.015	1657.3775
G2601070	355.2725	263.7125	585.66	920.8575	947.7075	863.25	1155.2525	1136.4075	1672.5725
G2601090	859.0925	332.695	397.7125	639.4475	880.3875	908.9475	1200.5075	806.6175	1745.5125
G2601110	509.245	452.4825	610.775	741.475	773.445	545.96	953.215	686.3025	1912.5
G2601130	355.2725	263.7125	585.66	920.8575	947.7075	863.25	1155.2525	1136.4075	1672.5725
G2601150	212.835	380.955	456.4325	621.245	820.57	950.865	997.8225	689.8075	1546.34
G2601170	289.7175	346.23	485.9975	785.255	832.1825	795.8725	853.2425	1067.1375	1565.2075
G2601190	404.92	546.885	684.7575	949.6875	967.065	995.5325	1350.6875	944.1925	1466.67
G2601210	20.93	105.6275	519.2325	873.7575	816.5225	771.3375	1343.3725	992.5125	1632.675
G2601230	355.2725	263.7125	585.66	920.8575	947.7075	863.25	1155.2525	1136.4075	1672.5725
G2601250	128.5375	207.2675	322.7025	579.3825	568.3325	800.915	1219.3075	753.24	1673.1025
G2601270	141.6825	445.345	425.3075	746.8875	844.84	1065.765	1000.485	981.015	1657.3775
G2601290	584.0525	437.335	499.7325	955.94	1028.4875	1007.055	1182.775	856.7175	1585.285
G2601310	1199.555	794.6	904.435	856.0825	827.8425	815.7775	1063.7675	993.665	1522.4275
G2601330	355.2725	263.7125	585.66	920.8575	947.7075	863.25	1155.2525	1136.4075	1672.5725
G2601350	584.0525	437.335	499.7325	955.94	1028.4875	1007.055	1182.775	856.7175	1585.285
G2601370	222.535	193.6425	375.4675	803.1525	995.13	1053.63	1242.7425	1078.04	1571.36
G2601390	20.93	105.6275	519.2325	873.7575	816.5225	771.3375	1343.3725	992.5125	1632.675
G2601410	404.92	546.885	684.7575	949.6875	967.065	995.5325	1350.6875	944.1925	1466.67
G2601430	584.0525	437.335	499.7325	955.94	1028.4875	1007.055	1182.775	856.7175	1585.285
G2601450	509.245	452.4825	610.775	741.475	773.445	545.96	953.215	686.3025	1912.5
G2601470	228.415	194.565	359.2975	553.605	751.665	630.98	864.4225	1144.65	1876.185
G2601490	162.7675	350.1725	437.5925	617.43	850.9425	547.2325	602.7275	967.32	1792.3375
G2601510	277.705	122.4825	362.085	735.87	855.8575	945.585	1039.245	1088.19	1842.3775
G2601530	887.17	585.3075	703.6025	1172.5325	1023.21	999.655	1115.995	1002.97	1744.9275
G2601550	159.9075	253.375	425.0125	636.6025	703.265	631.575	836.14	921.4425	1836.66
G2601570	330.7375	232.795	377.9425	706.51	967.7225	843.9675	1239.1975	832.37	1536.3525
G2601590	112.585	134.105	322.8525	561.2425	855.395	800.46	1078.4825	977.85	1680.94
G2601610	114.565	272.4825	409.475	556.02	650.855	719.5025	865.0975	830.615	2058.5125
G2601630	154.3075	238.05	375.8775	739.1125	898.77	798.8425	1008.035	941.195	1597.1125
G2601650	355.2725	263.7125	585.66	920.8575	947.7075	863.25	1155.2525	1136.4075	1672.5725
G2700010	1962.25	623.4925	772.74	825.52	848.705	692.5675	979.7875	825.83	1743.71
G2700030	1470.015	911.3425	790.1475	923.5475	658.4575	531.515	882.2975	879.2125	1388.8575
G2700050	1802.105	603.8175	640.2775	833.69	786.9925	722.895	1070.235	886.4525	1410.835
G2700070	2374.77	722.795	759.5	673.23	743.07	874.03	995.375	682.005	1360.3175
G2700090	2238.23	685.545	812.7175	969.95	862.1675	685.9925	845.46	608.045	1398.325
G2700110	1855.8925	770.415	1017.135	796.9175	674.015	563.16	989.3025	794.2125	1343.08
G2700130	853.4275	422.595	684.085	890.7225	906.665	964.22	963.57	896.5925	1253.405
G2700150	967.79	579.4775	633.2375	797.685	776.575	781.2575	1062.42	739.945	1425.3975
G2700170	1468.335	755.9125	723.5775	1005.2975	1056.595	843.32	945.65	797.8375	1819.4575
G2700190	1290.1025	662.9025	607.5425	943.335	803.38	584.21	795.53	863.3875	1413.75
G2700210	1653.5425	653.64	762.0825	919.3875	953.355	714.425	822.75	771.835	1551.0425
G2700230	1395.42	683.28	711.0625	830.9	938.33	806.025	1009.745	815.6	1507.905
G2700250	2080.0275	558.08	639.2025	844.74	984.7525	873.995	875.2225	660.6625	1343.0525
G2700270	2801.4925	682.175	744.7225	903.6525	722.4175	717.9325	720.885	694.675	1305.19
G2700290	2942.95	692.22	852.9375	747.625	558.36	718.7375	999.0775	810.505	1438.215
G2700310	2154.995	760.355	666.9275	888.33	959.395	1127.43	1218.29	918.8975	1611.215
G2700330	981.2825	510.555	508.9025	863.48	1182.3425	873.2675	987.1175	707.06	1359.795
G2700350	1653.5425	653.64	762.0825	919.3875	953.355	714.425	822.75	771.835	1551.0425
G2700370	1779.7875	708.5275	593.87	706.27	820.9125	663.2325	671.7275	803.885	1405.0475
G2700390	1859.3775	438.5975	438.8875	859.0725	900.9125	861.1	938.03	701.875	1463.1875
G2700410	2827.105	942.8225	572.73	652.8675	596.4825	521.5525	722.3825	663.1025	1489.2325
G2700430	679.01	437.165	522.9775	951.1	826.975	818.3225	1030.2375	918.1375	1520.355
G2700450	1859.3775	438.5975	438.8875	859.0725	900.9125	861.1	938.03	701.875	1463.1875
G2700470	715.5975	379.49	489.425	667.805	722.975	813.6075	971.845	843.7	1638.345
G2700490	1222.6125	548.4075	637.38	631.9	690.9025	937.465	1231.0675	671.2675	1354.0675
G2700510	1015.585	576.0925	649.88	759.6475	838.7	632.2775	1017.3575	1061.2075	1505.025
G2700530	1470.015	911.3425	790.1475	923.5475	658.4575	531.515	882.2975	879.2125	1388.8575
G2700550	1058.565	501.985	503.03	626.1475	795.7375	664.4	989.765	951.4825	1470.27
G2700570	2248.685	726.6875	761.5225	1015.9775	905	724.485	744.5975	629.59	1543.3225
G2700590	2080.0275	558.08	639.2025	844.74	984.7525	873.995	875.2225	660.6625	1343.0525
G2700610	1735.2	612.165	613.8175	997.72	1222.355	926.4825	1055.6225	669.3125	1376.015
G2700630	1864.035	1025.515	914.9475	768.105	752.5475	721.55	645.695	580.585	1315.17
G2700650	2324.4925	986.37	588.7775	586.9675	472.3625	558.82	802.7275	832.2525	1588.2175
G2700670	1082.1075	504.58	479.3225	617.3625	647.705	810.6175	1154.9475	1033.6325	1407.9975
G2700690	2818.5225	844.185	834.1325	990.975	650.2375	568.32	852.535	661.825	1321.49
G2700710	3534.155	738.0825	667.7775	842.2375	751.39	751.1775	838.8425	688.345	1469.7875
G2700730	1395.42	683.28	711.0625	830.9	938.33	806.025	1009.745	815.6	1507.905
G2700750	2154.995	760.355	666.9275	888.33	959.395	1127.43	1218.29	918.8975	1611.215
G2700770	1468.46	832.825	812.345	960.4225	778.5025	633.2225	939.0875	945.5475	1564.095
G2700790	853.4275	422.595	684.085	890.7225	906.665	964.22	963.57	896.5925	1253.405
G2700810	2127.0675	749.6275	819.445	759.895	677.4025	766.455	895.3	696.5175	1294.79
G2700830	1077.82	542.3275	457.77	633.42	790.695	841.885	1087.9025	955.8475	1451.49
G2700850	1099.4975	617.8	708.95	904.245	803.35	839.0925	1268.86	879.3625	1302.5175
G2700870	2942.95	692.22	852.9375	747.625	558.36	718.7375	999.0775	810.505	1438.215
G2700890	2416.0725	593.77	534.1575	702.3675	873.61	944.6475	970.7575	832.5575	1463.64
G2700910	679.01	437.165	522.9775	951.1	826.975	818.3225	1030.2375	918.1375	1520.355
G2700930	1789.1275	494.495	538.3675	727.195	972.92	866.3	631.5225	448.84	1406.6925
G2700950	2324.4925	986.37	588.7775	586.9675	472.3625	558.82	802.7275	832.2525	1588.2175
G2700970	1809.4975	707.6625	765.3125	1054.055	786.25	747.875	1184.44	985.3775	1272.565
G2700990	1265.75	687.5375	737.6375	674.3525	828.9325	711.3825	921.4475	796.845	1366.1
G2701010	981.2825	510.555	508.9025	863.48	1182.3425	873.2675	987.1175	707.06	1359.795
G2701030	853.4275	422.595	684.085	890.7225	906.665	964.22	963.57	896.5925	1253.405
G2701050	981.2825	510.555	508.9025	863.48	1182.3425	873.2675	987.1175	707.06	1359.795
G2701070	2801.4925	682.175	744.7225	903.6525	722.4175	717.9325	720.885	694.675	1305.19
G2701090	1859.3775	438.5975	438.8875	859.0725	900.9125	861.1	938.03	701.875	1463.1875
G2701110	1015.585	576.0925	649.88	759.6475	838.7	632.2775	1017.3575	1061.2075	1505.025
G2701130	2416.0725	593.77	534.1575	702.3675	873.61	944.6475	970.7575	832.5575	1463.64
G2701150	3058.3675	680.2425	546.405	631.18	842.01	932.755	1025.14	774.14	1698.0875
G2701170	2127.0675	749.6275	819.445	759.895	677.4025	766.455	895.3	696.5175	1294.79
G2701190	1659.0325	596.24	591.8325	996.365	904.7175	1085.31	1187.415	765.515	1332.19
G2701210	1512.42	686.9175	714.06	811.5025	811.33	682.0875	990.7675	924.2125	1373.1725
G2701230	1636.7925	594.4625	718.4325	784.0675	677.9725	550.78	770.3125	832.085	1547.86
G2701250	2416.0725	593.77	534.1575	702.3675	873.61	944.6475	970.7575	832.5575	1463.64
G2701270	1761.395	700.7525	584.93	654.7	878.7725	664.99	685.665	642.6675	1544.7475
G2701290	1761.395	700.7525	584.93	654.7	878.7725	664.99	685.665	642.6675	1544.7475
G2701310	1087.9275	433.815	624.25	667.24	705.605	631.7275	836.47	958.1275	1652.7125
G2701330	2127.0675	749.6275	819.445	759.895	677.4025	766.455	895.3	696.5175	1294.79
G2701350	2622.7025	644.8525	877.9475	952.0075	901.655	692.985	852.81	709.8175	1619.545
G2701370	1858.08	810.2125	884.28	1096.6675	894.5875	890.655	911.625	767.67	1596.3525
G2701390	1290.1025	662.9025	607.5425	943.335	803.38	584.21	795.53	863.3875	1413.75
G2701410	2324.4925	986.37	588.7775	586.9675	472.3625	558.82	802.7275	832.2525	1588.2175
G2701430	1099.4975	617.8	708.95	904.245	803.35	839.0925	1268.86	879.3625	1302.5175
G2701450	2238.23	685.545	812.7175	969.95	862.1675	685.9925	845.46	608.045	1398.325
G2701470	1166.7475	396.14	532.735	600.3975	763.19	876.905	1135.005	1013.1275	1327.9625
G2701490	1371.105	689.735	720.2925	873.2025	918.0925	912.205	1165.0275	966.755	1359.345
G2701510	1395.42	683.28	711.0625	830.9	938.33	806.025	1009.745	815.6	1507.905
G2701530	2827.105	942.8225	572.73	652.8675	596.4825	521.5525	722.3825	663.1025	1489.2325
G2701550	1855.8925	770.415	1017.135	796.9175	674.015	563.16	989.3025	794.2125	1343.08
G2701570	1222.6125	548.4075	637.38	631.9	690.9025	937.465	1231.0675	671.2675	1354.0675
G2701590	2248.685	726.6875	761.5225	1015.9775	905	724.485	744.5975	629.59	1543.3225
G2701610	1166.7475	396.14	532.735	600.3975	763.19	876.905	1135.005	1013.1275	1327.9625
G2701630	1636.7925	594.4625	718.4325	784.0675	677.9725	550.78	770.3125	832.085	1547.86
G2701650	967.79	579.4775	633.2375	797.685	776.575	781.2575	1062.42	739.945	1425.3975
G2701670	1855.8925	770.415	1017.135	796.9175	674.015	563.16	989.3025	794.2125	1343.08
G2701690	1367.7525	702.6425	585.3275	881.9025	707.2675	538.025	596.36	823.42	1632.705
G2701710	2238.23	685.545	812.7175	969.95	862.1675	685.9925	845.46	608.045	1398.325
G2701730	1077.82	542.3275	457.77	633.42	790.695	841.885	1087.9025	955.8475	1451.49
G2800010	0	0	0	0	60.0125	161.405	225.455	370.2025	1315.3375
G2800030	0	0	4.25	66.34	146.31	176.7975	341.235	755.775	1752.22
G2800050	0	0	0	18.9925	85.385	162.3675	315.0275	388.31	1361.86
G2800070	0	0	2.0875	53.4475	186.005	249.035	449.02	441.9575	1403.0125
G2800090	0	0	4.25	66.34	146.31	176.7975	341.235	755.775	1752.22
G2800110	0	0	0	1.9	29.84	200.325	308.3325	553.9775	1519.5425
G2800130	0	0	4.25	66.34	146.31	176.7975	341.235	755.775	1752.22
G2800150	0	0	2.0875	53.4475	186.005	249.035	449.02	441.9575	1403.0125
G2800170	0	0	4.25	66.34	146.31	176.7975	341.235	755.775	1752.22
G2800190	0	44.74	90.8925	158.4	272.1725	330.9525	583.465	573.4475	1491.4175
G2800210	0	0	0	0	60.0125	161.405	225.455	370.2025	1315.3375
G2800230	0	0	0	30.97	108.4275	190.19	438.3575	474.9325	1601.2275
G2800250	0	44.74	90.8925	158.4	272.1725	330.9525	583.465	573.4475	1491.4175
G2800270	0	0	0	1.9	29.84	200.325	308.3325	553.9775	1519.5425
G2800290	0	0	0	43.0075	128.96	214.455	413.99	413.9325	1540.395
G2800310	0	0	0	11.52	42.6175	144.925	280.0975	519.725	1643.005
