in.county	lt_05	05_to_10	10_to_15	15_to_20	20_to_25	25_to_30	30_to_35	35_to_40	gt_40
G2901710	780.0325	584.4175	592.9	562.35	543.0475	510.07	837.135	750.65	1350.885
G2901730	250.9175	172.2375	175.235	361.9275	488.9125	539.75	933.7075	856.885	1559.0425
G2901750	208.09	316.5525	303.335	510.33	650.6325	475.12	610.1675	881.6375	1505.335
G2901770	0	57.7875	149.69	187.085	141.145	435.8525	922.435	926.0925	1569.3475
G2901790	130.4675	96.3925	133.1725	310.3275	453.7775	475.7725	789.575	722.9525	1610.44
G2901810	5.15	37.825	32.7375	129.0975	365.8475	584.6225	829.2725	758.16	1545.4025
G2901830	20.8025	45.8125	76.9025	283.5175	479.5475	448.3725	685.2175	901.5275	1588.0025
G2901850	149.855	67.39	167.585	307.6275	437.4375	595.6875	885.835	838.7225	1582.1375
G2901860	130.4675	96.3925	133.1725	310.3275	453.7775	475.7725	789.575	722.9525	1610.44
G2901870	130.4675	96.3925	133.1725	310.3275	453.7775	475.7725	789.575	722.9525	1610.44
G2901890	107.6525	180.375	254.7625	399.5825	416.2575	468.1075	843.8375	756.475	1516.6625
G2901950	149.855	67.39	167.585	307.6275	437.4375	595.6875	885.835	838.7225	1582.1375
G2901970	780.0325	584.4175	592.9	562.35	543.0475	510.07	837.135	750.65	1350.885
G2901990	780.0325	584.4175	592.9	562.35	543.0475	510.07	837.135	750.65	1350.885
G2902010	228.6475	210.045	174.47	261	260.5875	472.81	509.605	654.6725	1818.56
G2902030	134.41	93.8625	190.795	368.3375	322.675	578.98	876.05	820.2225	1435.9
G2902050	208.09	316.5525	303.335	510.33	650.6325	475.12	610.1675	881.6375	1505.335
G2902070	5.15	37.825	32.7375	129.0975	365.8475	584.6225	829.2725	758.16	1545.4025
G2902090	106.0375	153.4525	255.1325	326.6875	524.4825	405.62	697.065	762.7075	1591.4175
G2902110	780.0325	584.4175	592.9	562.35	543.0475	510.07	837.135	750.65	1350.885
G2902130	0	14.22	61.2025	276.2175	402.8225	309.03	479.4125	745.77	1709.885
G2902150	134.41	93.8625	190.795	368.3375	322.675	578.98	876.05	820.2225	1435.9
G2902170	54.9975	126.425	104.2725	213.895	283.06	381.8925	592.7075	554.92	1524.605
G2902190	20.8025	45.8125	76.9025	283.5175	479.5475	448.3725	685.2175	901.5275	1588.0025
G2902210	130.4675	96.3925	133.1725	310.3275	453.7775	475.7725	789.575	722.9525	1610.44
G2902230	5.15	37.825	32.7375	129.0975	365.8475	584.6225	829.2725	758.16	1545.4025
G2902250	106.0375	153.4525	255.1325	326.6875	524.4825	405.62	697.065	762.7075	1591.4175
G2902270	314.2075	279.665	503.365	638.2175	778.535	476.835	1102.5125	787.6025	1421.325
G2902290	134.41	93.8625	190.795	368.3375	322.675	578.98	876.05	820.2225	1435.9
G2905100	0	57.21	159.31	451.91	427.18	536.1525	740.3175	833.895	1575.7375
G3000010	708.245	435.73	658.085	1151.9125	1184.98	1003.6125	1307.795	1164.27	1737.045
G3000030	653.1575	412.3275	453.7325	694.5825	750.505	639.2975	991.6875	984.705	1940.69
G3000050	1495.7175	366.4625	535.435	864.045	677.3575	716.0525	1012.8	922.115	1829.7575
G3000070	464.395	293.9075	530.9525	831.6975	774.2375	847.665	1164.355	1136.8875	1853.8925
G3000090	721.42	263.5375	293.28	536.9875	577.66	690.8975	1102.645	1062.8425	1800.51
G3000110	1279.5975	858.28	883.665	860.535	843.56	811.355	943.785	861.1875	1569.2175
G3000130	1548.7875	260.3625	303.435	484.2425	543.545	542.1325	1109.5025	1234.48	1995.51
G3000150	1495.7175	366.4625	535.435	864.045	677.3575	716.0525	1012.8	922.115	1829.7575
G3000170	1692.005	330.7775	354.9425	551.9975	673.4575	653.045	949.75	973.5575	1650.96
G3000190	1929.02	709.73	758.2325	1077.785	922.8375	710.055	731.255	675.035	1690.7275
G3000210	1279.5975	858.28	883.665	860.535	843.56	811.355	943.785	861.1875	1569.2175
G3000230	708.245	435.73	658.085	1151.9125	1184.98	1003.6125	1307.795	1164.27	1737.045
G3000250	1279.5975	858.28	883.665	860.535	843.56	811.355	943.785	861.1875	1569.2175
G3000270	576.3075	230.7075	454.2375	757.615	918.4425	841.865	1118.9925	1192.8425	2136.9075
G3000290	210.1425	169.775	396.6775	905.4425	1137.665	1086.855	1307.9875	1134.445	1877.6575
G3000310	872.9275	369.7225	509.4825	828.425	967.8275	940.2225	1248.1875	1157.275	1734.7275
G3000330	1679.5725	560.54	623.2125	675.4425	809.425	626.655	783.185	920.995	1701.825
G3000350	890.5	256.115	489.2375	685.5625	719.78	856.9975	1052.43	1097.7625	2258.205
G3000370	721.42	263.5375	293.28	536.9875	577.66	690.8975	1102.645	1062.8425	1800.51
G3000390	0	172.7925	290.43	887.7875	796.895	957.6475	1381.7225	1244.185	1963.3125
G3000410	1495.7175	366.4625	535.435	864.045	677.3575	716.0525	1012.8	922.115	1829.7575
G3000430	464.395	293.9075	530.9525	831.6975	774.2375	847.665	1164.355	1136.8875	1853.8925
G3000450	576.3075	230.7075	454.2375	757.615	918.4425	841.865	1118.9925	1192.8425	2136.9075
G3000470	0	172.7925	290.43	887.7875	796.895	957.6475	1381.7225	1244.185	1963.3125
G3000490	464.395	293.9075	530.9525	831.6975	774.2375	847.665	1164.355	1136.8875	1853.8925
G3000510	1548.7875	260.3625	303.435	484.2425	543.545	542.1325	1109.5025	1234.48	1995.51
G3000530	210.1425	169.775	396.6775	905.4425	1137.665	1086.855	1307.9875	1134.445	1877.6575
G3000550	1929.02	709.73	758.2325	1077.785	922.8375	710.055	731.255	675.035	1690.7275
G3000570	708.245	435.73	658.085	1151.9125	1184.98	1003.6125	1307.795	1164.27	1737.045
G3000590	872.9275	369.7225	509.4825	828.425	967.8275	940.2225	1248.1875	1157.275	1734.7275
G3000610	0	172.7925	290.43	887.7875	796.895	957.6475	1381.7225	1244.185	1963.3125
G3000630	0	172.7925	290.43	887.7875	796.895	957.6475	1381.7225	1244.185	1963.3125
G3000650	721.42	263.5375	293.28	536.9875	577.66	690.8975	1102.645	1062.8425	1800.51
G3000670	473.245	160.1175	133.8175	445.8075	670.5125	817.4675	1071.8025	1395.8175	2191.51
G3000690	576.3075	230.7075	454.2375	757.615	918.4425	841.865	1118.9925	1192.8425	2136.9075
G3000710	1679.5725	560.54	623.2125	675.4425	809.425	626.655	783.185	920.995	1701.825
G3000730	890.5	256.115	489.2375	685.5625	719.78	856.9975	1052.43	1097.7625	2258.205
G3000750	1692.005	330.7775	354.9425	551.9975	673.4575	653.045	949.75	973.5575	1650.96
G3000770	708.245	435.73	658.085	1151.9125	1184.98	1003.6125	1307.795	1164.27	1737.045
G3000790	1279.5975	858.28	883.665	860.535	843.56	811.355	943.785	861.1875	1569.2175
G3000810	0	172.7925	290.43	887.7875	796.895	957.6475	1381.7225	1244.185	1963.3125
G3000830	2774.9625	792.75	595.13	758.6075	629.955	826.4425	978.555	762.865	1517.0025
G3000850	1929.02	709.73	758.2325	1077.785	922.8375	710.055	731.255	675.035	1690.7275
G3000870	1692.005	330.7775	354.9425	551.9975	673.4575	653.045	949.75	973.5575	1650.96
G3000890	210.1425	169.775	396.6775	905.4425	1137.665	1086.855	1307.9875	1134.445	1877.6575
G3000910	1380.2775	672.5025	915.4975	1012.63	901.49	681.9	866.8525	854.3075	1502.305
G3000930	708.245	435.73	658.085	1151.9125	1184.98	1003.6125	1307.795	1164.27	1737.045
G3000950	721.42	263.5375	293.28	536.9875	577.66	690.8975	1102.645	1062.8425	1800.51
G3000970	473.245	160.1175	133.8175	445.8075	670.5125	817.4675	1071.8025	1395.8175	2191.51
G3000990	1548.7875	260.3625	303.435	484.2425	543.545	542.1325	1109.5025	1234.48	1995.51
G3001010	890.5	256.115	489.2375	685.5625	719.78	856.9975	1052.43	1097.7625	2258.205
G3001030	1692.005	330.7775	354.9425	551.9975	673.4575	653.045	949.75	973.5575	1650.96
G3001050	1679.5725	560.54	623.2125	675.4425	809.425	626.655	783.185	920.995	1701.825
G3001070	576.3075	230.7075	454.2375	757.615	918.4425	841.865	1118.9925	1192.8425	2136.9075
G3001090	2701.1525	640.555	630.9675	686.0875	753.4075	564.1	878.435	762.42	1643.955
G3001110	721.42	263.5375	293.28	536.9875	577.66	690.8975	1102.645	1062.8425	1800.51
G3100010	304.9175	314.6375	496.68	606.1775	724.3125	827.8075	887.7725	692.4925	1505.2375
G3100030	985.725	526.2825	654.2075	757.9375	614.7825	630.8225	840.9675	873.1725	1292.3775
G3100050	95.55	154.82	178.155	626.3375	832.205	866.97	967.085	1012.5475	1556.7125
G3100070	568.055	391.71	323.0025	706.1825	734.445	706.38	1043.395	876.86	1653.495
G3100090	574.945	438.8575	380.3075	698.0425	884.1525	716.6075	962.1	822.835	1637.7675
G3100110	985.725	526.2825	654.2075	757.9375	614.7825	630.8225	840.9675	873.1725	1292.3775
G3100130	618.895	316.44	484.7775	665.055	785.4225	766.3475	992.85	961.91	1736.1275
G3100150	1328.8825	705.275	692.5375	936.53	846.545	624.91	713.385	582.6075	1509.6225
G3100170	226.095	162.995	262.16	468.89	599.2075	765.5975	1145.3	937.7775	1891.855
G3100190	216.59	241.445	286.8275	606.9525	926.35	948.595	978.2975	785.55	1616.2725
G3100210	903.3075	410.2325	469.6425	654.86	545.83	694.23	937.5725	770.7025	1418.7675
G3100230	607.245	410.655	425.985	704.5625	773.385	1045.33	858.81	631.22	1373.845
G3100250	517.665	362.475	504.95	410.725	501.135	661.1575	958.7375	884.2175	1604.935
G3100270	847.2275	591.535	516.585	517.3875	714.775	986.315	811.0225	772.4025	1468.3475
G3100290	95.55	154.82	178.155	626.3375	832.205	866.97	967.085	1012.5475	1556.7125
G3100310	325.0175	358.9775	557.6	759.3525	814.6525	730.4125	827.96	858.8	1584.0625
G3100330	499.24	241.97	362.8075	557.3225	853.0625	915.2025	1202.275	890.81	1760.7275
G3100350	304.9175	314.6375	496.68	606.1775	724.3125	827.8075	887.7725	692.4925	1505.2375
G3100370	607.245	410.655	425.985	704.5625	773.385	1045.33	858.81	631.22	1373.845
G3100390	688.8075	387.5475	798.6725	837.9075	840.9475	732.9325	818.1975	692.6925	1303.7975
G3100410	574.945	438.8575	380.3075	698.0425	884.1525	716.6075	962.1	822.835	1637.7675
G3100430	627.66	385.48	624.9925	931.4325	762.5425	592.4475	906.1675	817.4275	1329.68
G3100450	468.5625	286.5875	381.605	589.0425	806.0575	730.54	1111.7575	858.3325	1727.3625
G3100470	574.945	438.8575	380.3075	698.0425	884.1525	716.6075	962.1	822.835	1637.7675
G3100490	499.24	241.97	362.8075	557.3225	853.0625	915.2025	1202.275	890.81	1760.7275
G3100510	627.66	385.48	624.9925	931.4325	762.5425	592.4475	906.1675	817.4275	1329.68
G3100530	688.8075	387.5475	798.6725	837.9075	840.9475	732.9325	818.1975	692.6925	1303.7975
G3100550	687.3075	440.6525	575.835	668.69	523.92	523.2	841.6175	816.6025	1386.6225
G3100570	95.55	154.82	178.155	626.3375	832.205	866.97	967.085	1012.5475	1556.7125
G3100590	304.9175	314.6375	496.68	606.1775	724.3125	827.8075	887.7725	692.4925	1505.2375
G3100610	409.625	404.2425	458.005	528.8225	742.91	664.96	997.5025	816.8175	1780.4
G3100630	207.74	201.48	367.765	615.515	805.57	756.675	884.8525	743.47	1512.96
G3100650	409.625	404.2425	458.005	528.8225	742.91	664.96	997.5025	816.8175	1780.4
G3100670	164.2	190.585	162.4475	422.42	665.87	765.99	1199.975	748.035	1522.0225
G3100690	499.24	241.97	362.8075	557.3225	853.0625	915.2025	1202.275	890.81	1760.7275
G3100710	367.0375	218.59	335.5675	660.5475	887.95	902.8275	937.2175	859.05	1502.545
G3100730	409.625	404.2425	458.005	528.8225	742.91	664.96	997.5025	816.8175	1780.4
G3100750	618.895	316.44	484.7775	665.055	785.4225	766.3475	992.85	961.91	1736.1275
G3100770	367.0375	218.59	335.5675	660.5475	887.95	902.8275	937.2175	859.05	1502.545
G3100790	971.075	358.67	626.7	634.8975	592.9275	603.7325	907.5625	857.53	1382.485
G3100810	971.075	358.67	626.7	634.8975	592.9275	603.7325	907.5625	857.53	1382.485
G3100830	409.625	404.2425	458.005	528.8225	742.91	664.96	997.5025	816.8175	1780.4
G3100850	95.55	154.82	178.155	626.3375	832.205	866.97	967.085	1012.5475	1556.7125
G3100870	207.74	201.48	367.765	615.515	805.57	756.675	884.8525	743.47	1512.96
G3100890	1328.8825	705.275	692.5375	936.53	846.545	624.91	713.385	582.6075	1509.6225
G3100910	289.7525	277.2625	457.7075	755.3775	885.12	701.8575	980.2075	968.7425	1599.0975
G3100930	971.075	358.67	626.7	634.8975	592.9275	603.7325	907.5625	857.53	1382.485
G3100950	164.2	190.585	162.4475	422.42	665.87	765.99	1199.975	748.035	1522.0225
G3100970	164.2	190.585	162.4475	422.42	665.87	765.99	1199.975	748.035	1522.0225
G3100990	216.59	241.445	286.8275	606.9525	926.35	948.595	978.2975	785.55	1616.2725
G3101010	95.55	154.82	178.155	626.3375	832.205	866.97	967.085	1012.5475	1556.7125
G3101030	226.095	162.995	262.16	468.89	599.2075	765.5975	1145.3	937.7775	1891.855
G3101050	568.055	391.71	323.0025	706.1825	734.445	706.38	1043.395	876.86	1653.495
G3101070	847.2275	591.535	516.585	517.3875	714.775	986.315	811.0225	772.4025	1468.3475
G3101090	307.24	320.2525	368.36	647.965	673.0675	578.885	789.3675	883.2575	1495.29
G3101110	289.7525	277.2625	457.7075	755.3775	885.12	701.8575	980.2075	968.7425	1599.0975
G3101130	289.7525	277.2625	457.7075	755.3775	885.12	701.8575	980.2075	968.7425	1599.0975
G3101150	574.945	438.8575	380.3075	698.0425	884.1525	716.6075	962.1	822.835	1637.7675
G3101170	289.7525	277.2625	457.7075	755.3775	885.12	701.8575	980.2075	968.7425	1599.0975
G3101190	985.725	526.2825	654.2075	757.9375	614.7825	630.8225	840.9675	873.1725	1292.3775
G3101210	971.075	358.67	626.7	634.8975	592.9275	603.7325	907.5625	857.53	1382.485
G3101230	568.055	391.71	323.0025	706.1825	734.445	706.38	1043.395	876.86	1653.495
G3101250	607.245	410.655	425.985	704.5625	773.385	1045.33	858.81	631.22	1373.845
G3101270	547.14	411.2925	455.485	493.91	533.2625	567.735	751.17	684.85	1542.135
G3101290	304.9175	314.6375	496.68	606.1775	724.3125	827.8075	887.7725	692.4925	1505.2375
G3101310	517.665	362.475	504.95	410.725	501.135	661.1575	958.7375	884.2175	1604.935
G3101330	547.14	411.2925	455.485	493.91	533.2625	567.735	751.17	684.85	1542.135
G3101350	95.55	154.82	178.155	626.3375	832.205	866.97	967.085	1012.5475	1556.7125
G3101370	409.625	404.2425	458.005	528.8225	742.91	664.96	997.5025	816.8175	1780.4
G3101390	985.725	526.2825	654.2075	757.9375	614.7825	630.8225	840.9675	873.1725	1292.3775
G3101410	607.245	410.655	425.985	704.5625	773.385	1045.33	858.81	631.22	1373.845
G3101430	607.245	410.655	425.985	704.5625	773.385	1045.33	858.81	631.22	1373.845
G3101450	207.74	201.48	367.765	615.515	805.57	756.675	884.8525	743.47	1512.96
G3101470	547.14	411.2925	455.485	493.91	533.2625	567.735	751.17	684.85	1542.135
G3101490	226.095	162.995	262.16	468.89	599.2075	765.5975	1145.3	937.7775	1891.855
G3101510	307.24	320.2525	368.36	647.965	673.0675	578.885	789.3675	883.2575	1495.29
G3101530	517.665	362.475	504.95	410.725	501.135	661.1575	958.7375	884.2175	1604.935
G3101550	688.8075	387.5475	798.6725	837.9075	840.9475	732.9325	818.1975	692.6925	1303.7975
G3101570	568.055	391.71	323.0025	706.1825	734.445	706.38	1043.395	876.86	1653.495
G3101590	307.24	320.2525	368.36	647.965	673.0675	578.885	789.3675	883.2575	1495.29
G3101610	468.5625	286.5875	381.605	589.0425	806.0575	730.54	1111.7575	858.3325	1727.3625
G3101630	367.0375	218.59	335.5675	660.5475	887.95	902.8275	937.2175	859.05	1502.545
G3101650	568.055	391.71	323.0025	706.1825	734.445	706.38	1043.395	876.86	1653.495
G3101670	985.725	526.2825	654.2075	757.9375	614.7825	630.8225	840.9675	873.1725	1292.3775
G3101690	385.33	173.475	130.8275	292.565	456.925	509.7525	718.89	901.48	1538.8575
G3101710	226.095	162.995	262.16	468.89	599.2075	765.5975	1145.3	937.7775	1891.855
G3101730	627.66	385.48	624.9925	931.4325	762.5425	592.4475	906.1675	817.4275	1329.68
G3101750	367.0375	218.59	335.5675	660.5475	887.95	902.8275	937.2175	859.05	1502.545
G3101770	687.3075	440.6525	575.835	668.69	523.92	523.2	841.6175	816.6025	1386.6225
G3101790	985.725	526.2825	654.2075	757.9375	614.7825	630.8225	840.9675	873.1725	1292.3775
G3101810	304.9175	314.6375	496.68	606.1775	724.3125	827.8075	887.7725	692.4925	1505.2375
G3101830	367.0375	218.59	335.5675	660.5475	887.95	902.8275	937.2175	859.05	1502.545
G3101850	607.245	410.655	425.985	704.5625	773.385	1045.33	858.81	631.22	1373.845
G3200010	29.06	49.7925	135.59	328.605	611.2525	716.9975	931.0175	915.2075	1812.8425
G3200030	0	0	0	0	0	17.0075	147.19	532.815	1785.375
G3200050	283.72	150.75	263.9425	539.445	1032.445	1258.66	1532.045	1435.9025	1951.49
G3200070	276.0075	201.45	305.705	670.9775	760.2275	915.4975	1357.365	1256.8475	1760.1725
G3200090	0	0	34.42	327.49	608.425	758.585	1139.5825	1092.7025	1972.805
G3200110	276.0075	201.45	305.705	670.9775	760.2275	915.4975	1357.365	1256.8475	1760.1725
G3200130	23.3025	98.75	330.66	600.5975	720.3025	703.96	1034.8125	1045.0325	1978.0325
G3200150	23.3025	98.75	330.66	600.5975	720.3025	703.96	1034.8125	1045.0325	1978.0325
G3200170	122.2575	98.36	269.0225	450.85	512.6175	587.2125	1107.705	1088.9475	1848.515
G3200190	53.09	81.7375	124.755	404.49	593.775	631.6975	1048.6125	1018.91	2004.4225
G3200210	29.06	49.7925	135.59	328.605	611.2525	716.9975	931.0175	915.2075	1812.8425
G3200230	0	0	0	0	18.7475	121.735	374.545	651.22	2034.9825
G3200270	2.545	47.7425	160.165	421.4	611.6325	604.885	950.4775	1015.435	1853.275
G3200290	53.09	81.7375	124.755	404.49	593.775	631.6975	1048.6125	1018.91	2004.4225
G3200310	53.09	81.7375	124.755	404.49	593.775	631.6975	1048.6125	1018.91	2004.4225
G3200330	200.43	287.7225	546.8675	787.405	988.1525	766.0025	1166.685	1129.0325	1945.6375
G3205100	53.09	81.7375	124.755	404.49	593.775	631.6975	1048.6125	1018.91	2004.4225
G3300010	324.195	338.1825	413.2525	496.2025	700.44	920.4175	1342.1525	1124.715	1606.04
G3300030	324.195	338.1825	413.2525	496.2025	700.44	920.4175	1342.1525	1124.715	1606.04
G3300050	604.88	373.905	406.655	561.75	660.2525	802.8825	1085.54	1150.865	1701.2025
G3300070	958.6425	583.815	630.2525	941.65	1104.67	892.4775	1113.4075	979.9075	1706.2925
G3300090	836.595	477.9475	450.8875	585.3475	568.12	700.06	1084.8075	1048.075	1824.0575
G3300110	330.3	268.1275	269.4975	487.725	500.4075	677.8025	922.2925	965.405	2028.165
G3300130	425.8625	304.0275	482.385	829.395	948.2075	972.53	1189.79	880.4825	1480.7575
G3300150	191.5125	146.59	176.09	429.2525	450.2325	621.985	1035.505	1162.0775	1910.0725
G3300170	121.3575	293.235	329.0025	431.87	707.285	783.18	1276.9675	1028.21	1892.19
G3300190	571.8425	355.81	366.5225	663.99	559.795	651.325	1412.73	1165.57	1771.2925
G3400010	0	0	53.365	348.32	509.3125	623.5375	981.1325	858.8275	1798.1625
G3400030	15.45	71.025	123.8825	273.6925	293.1175	423.355	676.94	1024.79	2065.435
G3400050	114.8275	81.22	147.995	234.93	294.1525	452.1825	814.245	835.7425	1923.675
G3400070	0	35.415	98.6025	244.895	528.5175	548.17	892.1375	916.165	1679.69
G3400090	0	0	0	32.39	126.7225	410.43	563.4775	924.205	2246.3125
G3400110	5.15	9.475	103.86	202.0675	399.2275	519.1425	803.36	781.9325	1922.48
G3400130	26.47	75.1975	165.925	355.8625	546.455	544.06	887.4325	845.22	1694.505
G3400150	0	35.415	98.6025	244.895	528.5175	548.17	892.1375	916.165	1679.69
G3400170	12.725	47.855	83.6975	328.475	510.1975	528.0725	708.87	921.285	1898.905
G3400190	28.31	106.965	276.175	348.14	505.905	527.5625	636.1475	774.61	1892.8025
G3400210	28.31	106.965	276.175	348.14	505.905	527.5625	636.1475	774.61	1892.8025
G3400230	26.47	75.1975	165.925	355.8625	546.455	544.06	887.4325	845.22	1694.505
G3400250	2.575	74.275	149.045	386.0175	375.59	580.75	822.55	947.4225	2057.2925
G3400270	15.45	71.025	123.8825	273.6925	293.1175	423.355	676.94	1024.79	2065.435
G3400290	2.575	74.275	149.045	386.0175	375.59	580.75	822.55	947.4225	2057.2925
G3400310	7.695	50.025	163.0625	304.455	418.2525	457.3125	751.475	1008.7825	2055.78
G3400330	66.6725	100.6275	147.3475	303.425	474.4675	519.645	888.52	862.6725	1844.58
G3400350	28.31	106.965	276.175	348.14	505.905	527.5625	636.1475	774.61	1892.8025
G3400370	15.45	71.025	123.8825	273.6925	293.1175	423.355	676.94	1024.79	2065.435
G3400390	26.47	75.1975	165.925	355.8625	546.455	544.06	887.4325	845.22	1694.505
G3400410	35.93	107.9925	209.2875	485.4425	722.495	650.195	1038.5775	876.3775	1689.9025
G3500010	0	0	0	51.81	268.1825	491.9125	868.91	1015.1025	1812.845
G3500030	0	11.7875	65.4975	219.295	379.11	579.3375	727.1925	956.275	2078.655
G3500050	0	0	0	26.765	168.61	198.485	468.9825	624.415	1718.3325
G3500060	0	0	0	51.81	268.1825	491.9125	868.91	1015.1025	1812.845
G3500070	105.235	224.4475	435.46	755.61	955.5125	908.75	1192.3775	984.0625	1762.885
G3500090	0	118.35	133.345	271.765	600.1975	505.7475	832.4625	739.01	1730.995
G3500110	0	118.35	133.345	271.765	600.1975	505.7475	832.4625	739.01	1730.995
G3500130	0	19.4	8.815	46.4175	168.5025	139.8975	376.435	578.68	1753.075
G3500150	0	0	2.125	23.4675	96.23	280.0825	445.785	725.995	1622.9425
G3500170	0	0	2.125	19.87	82.3025	176.55	426.6475	814.6575	1881.2975
G3500190	49.2675	71.925	148.79	314.3125	505.8775	663.75	778.07	949.51	2194.31
G3500210	25.6825	74.1925	115.43	283.375	454.5875	425.3625	745.75	714.1875	1731.6025
G3500230	0	0	0	42.475	139.7325	320.225	581.8525	561.82	1635.4975
G3500250	0	0	8.575	81.5775	136.15	226.995	303.535	475.9975	1488.825
G3500270	10.1725	19.1825	10.6925	111.525	191.2175	334.035	664.31	877.6675	2260.5525
G3500280	2.575	9.625	93.955	433.25	638.445	729.68	1108.25	1078.3025	1763.3725
G3500290	0	0	0	42.475	139.7325	320.225	581.8525	561.82	1635.4975
G3500310	97.1025	152.01	326.9625	693.02	816.755	738.8525	936.67	949.3875	1794.0725
G3500330	49.2675	71.925	148.79	314.3125	505.8775	663.75	778.07	949.51	2194.31
G3500350	0	0	4.4	67.175	308.76	323.065	505.7375	586.315	1801.525
G3500370	25.6825	74.1925	115.43	283.375	454.5875	425.3625	745.75	714.1875	1731.6025
G3500390	105.235	224.4475	435.46	755.61	955.5125	908.75	1192.3775	984.0625	1762.885
G3500410	0	118.35	133.345	271.765	600.1975	505.7475	832.4625	739.01	1730.995
G3500430	0	0	0	51.81	268.1825	491.9125	868.91	1015.1025	1812.845
G3500450	2.575	26.45	84.7125	353.145	631.415	724.4975	1146.865	1052.0375	1686.2525
G3500470	49.2675	71.925	148.79	314.3125	505.8775	663.75	778.07	949.51	2194.31
G3500490	2.575	9.625	93.955	433.25	638.445	729.68	1108.25	1078.3025	1763.3725
G3500510	0	0	2.125	19.87	82.3025	176.55	426.6475	814.6575	1881.2975
G3500530	0	0	0	51.81	268.1825	491.9125	868.91	1015.1025	1812.845
G3500550	105.235	224.4475	435.46	755.61	955.5125	908.75	1192.3775	984.0625	1762.885
G3500570	2.575	9.625	93.955	433.25	638.445	729.68	1108.25	1078.3025	1763.3725
G3500590	0	47.4575	157.7425	387.75	573.4	624.6575	761.745	835.71	1744.8025
G3500610	0	0	0	51.81	268.1825	491.9125	868.91	1015.1025	1812.845
G3600010	134.7525	305.035	453.3275	854.625	869.9625	838.8375	896.0475	824.0025	1677.58
G3600030	544.9825	548.9575	688.8875	821.8525	826.2075	868.7025	1231.74	927.4375	1762.1575
G3600050	0	26.945	48.5275	198.695	289.64	385.0375	650.5825	979.77	1907.935
G3600070	171.8875	296.8075	408.2225	809.63	799.5975	714.84	1165.9575	907.745	1848.92
G3600090	544.9825	548.9575	688.8875	821.8525	826.2075	868.7025	1231.74	927.4375	1762.1575
G3600110	113.025	160.1725	358.8875	837.3325	889.8325	677.4075	1136.59	911.635	1636.6375
G3600130	309.5125	206.0975	308.44	689.57	797.005	963.355	1193.6225	924.4225	1929.9225
G3600150	45.5	106.0025	205.8775	604.0925	799.7	885.1275	971.1725	1096.2725	1940.13
G3600170	171.8875	296.8075	408.2225	809.63	799.5975	714.84	1165.9575	907.745	1848.92
G3600190	549.6975	386.77	453.8225	795.9825	810.14	880.86	984.735	876.0175	1717.73
G3600210	134.7525	305.035	453.3275	854.625	869.9625	838.8375	896.0475	824.0025	1677.58
G3600230	171.8875	296.8075	408.2225	809.63	799.5975	714.84	1165.9575	907.745	1848.92
G3600250	87.5	204.115	378.035	857.3075	1042.5675	893.4375	1093.1425	1042.1575	1600.7225
G3600270	384.4775	264.185	278.8375	419.11	590.4475	584.48	755.1175	852.885	1969.095
G3600290	44.1425	189.9625	483.595	918.4725	704.7875	583.415	875.48	1083.545	1835.23
G3600310	1096.8175	501.5	576.535	1002.875	1135.765	1159.15	1214.305	770.115	1576.6325
G3600330	1096.8175	501.5	576.535	1002.875	1135.765	1159.15	1214.305	770.115	1576.6325
G3600350	134.7525	305.035	453.3275	854.625	869.9625	838.8375	896.0475	824.0025	1677.58
G3600370	106.5475	282.545	499.68	749.95	711.2325	685.475	902.6675	1145.585	1556.9075
G3600390	134.7525	305.035	453.3275	854.625	869.9625	838.8375	896.0475	824.0025	1677.58
G3600410	1096.8175	501.5	576.535	1002.875	1135.765	1159.15	1214.305	770.115	1576.6325
G3600430	230.6175	195.105	371.815	642.88	997.52	991.7575	1131.605	918.2075	1597.1075
G3600450	488.8925	294.9125	412.1225	589.875	885.08	885.375	1273.7275	1001.8325	1561.065
G3600470	12.725	47.855	83.6975	328.475	510.1975	528.0725	708.87	921.285	1898.905
G3600490	392.63	324.6525	397.0375	471.9225	833.855	917.9025	1454.6925	1088.44	1664.745
G3600510	106.5475	282.545	499.68	749.95	711.2325	685.475	902.6675	1145.585	1556.9075
G3600530	230.6175	195.105	371.815	642.88	997.52	991.7575	1131.605	918.2075	1597.1075
G3600550	106.5475	282.545	499.68	749.95	711.2325	685.475	902.6675	1145.585	1556.9075
G3600570	134.7525	305.035	453.3275	854.625	869.9625	838.8375	896.0475	824.0025	1677.58
G3600590	0	2.32	24.0875	146.28	387.035	438.3275	795.4025	902.1875	2212.8925
G3600610	12.725	47.855	83.6975	328.475	510.1975	528.0725	708.87	921.285	1898.905
G3600630	125.0075	314.8725	372.045	499.3275	725.7	575.245	1004.6175	1098.67	1801.1775
G3600650	230.6175	195.105	371.815	642.88	997.52	991.7575	1131.605	918.2075	1597.1075
G3600670	113.025	160.1725	358.8875	837.3325	889.8325	677.4075	1136.59	911.635	1636.6375
G3600690	106.5475	282.545	499.68	749.95	711.2325	685.475	902.6675	1145.585	1556.9075
G3600710	181.79	189.8425	328.35	503.745	566.7175	535.8275	1059.8825	928.5725	1949.9725
G3600730	106.5475	282.545	499.68	749.95	711.2325	685.475	902.6675	1145.585	1556.9075
